case_id,new_rank,current_rank,failed_pairwise_rank,current_top1,new_top1,top1_delta,current_top3,new_top3,top3_delta,current_top5,new_top5,top5_delta,rank_delta,rank_change,candidate_source_mondo_expansion,candidate_source_hpo_expansion,candidate_source_similar_case
test::LLLdataset/dataset/processed/test/DDD.csv::case_286,999999,51,999999,False,False,0,False,False,0,False,False,0,-999948,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_287,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_288,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_289,22,20,21,False,False,0,False,False,0,False,False,0,-2,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_29,2,1,2,True,False,-1,True,True,0,True,True,0,-1,worsened,0,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_290,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_291,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_292,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_293,999999,51,999999,False,False,0,False,False,0,False,False,0,-999948,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_294,2,2,2,False,False,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_295,3,2,3,False,False,0,True,True,0,True,True,0,-1,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_296,62,51,999999,False,False,0,False,False,0,False,False,0,-11,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_297,4,4,4,False,False,0,False,False,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_298,999999,51,999999,False,False,0,False,False,0,False,False,0,-999948,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_299,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_3,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_30,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_300,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_301,40,51,999999,False,False,0,False,False,0,False,False,0,11,improved,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_302,10,12,10,False,False,0,False,False,0,False,False,0,2,improved,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_303,50,51,999999,False,False,0,False,False,0,False,False,0,1,improved,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_304,8,4,11,False,False,0,False,False,0,True,False,-1,-4,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_305,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_306,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_307,999999,51,999999,False,False,0,False,False,0,False,False,0,-999948,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_308,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_309,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_31,8,8,8,False,False,0,False,False,0,False,False,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_310,19,13,19,False,False,0,False,False,0,False,False,0,-6,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_311,999999,51,999999,False,False,0,False,False,0,False,False,0,-999948,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_312,2,2,2,False,False,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_313,3,4,3,False,False,0,False,True,1,True,True,0,1,improved,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_314,29,34,29,False,False,0,False,False,0,False,False,0,5,improved,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_315,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_316,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_317,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_318,1,2,1,False,True,1,True,True,0,True,True,0,1,improved,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_319,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_32,2,13,2,False,False,0,False,True,1,False,True,1,11,improved,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_320,33,26,33,False,False,0,False,False,0,False,False,0,-7,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_321,3,2,3,False,False,0,True,True,0,True,True,0,-1,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_322,3,3,3,False,False,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_323,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_324,5,3,5,False,False,0,True,False,-1,True,True,0,-2,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_325,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_326,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_327,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_328,5,6,6,False,False,0,False,False,0,False,True,1,1,improved,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_329,37,51,999999,False,False,0,False,False,0,False,False,0,14,improved,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_33,7,8,10,False,False,0,False,False,0,False,False,0,1,improved,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_330,42,42,42,False,False,0,False,False,0,False,False,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_331,2,1,3,True,False,-1,True,True,0,True,True,0,-1,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_332,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_333,2,2,2,False,False,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_334,35,35,35,False,False,0,False,False,0,False,False,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_335,2,2,2,False,False,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_336,12,10,12,False,False,0,False,False,0,False,False,0,-2,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_337,999999,51,999999,False,False,0,False,False,0,False,False,0,-999948,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_338,18,17,19,False,False,0,False,False,0,False,False,0,-1,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_339,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_34,3,3,6,False,False,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_340,3,2,3,False,False,0,True,True,0,True,True,0,-1,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_341,999999,51,999999,False,False,0,False,False,0,False,False,0,-999948,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_342,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,0,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_343,17,7,18,False,False,0,False,False,0,False,False,0,-10,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_344,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_345,105,51,999999,False,False,0,False,False,0,False,False,0,-54,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_346,13,12,12,False,False,0,False,False,0,False,False,0,-1,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_347,5,4,5,False,False,0,False,False,0,True,True,0,-1,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_348,1,1,2,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_349,46,51,999999,False,False,0,False,False,0,False,False,0,5,improved,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_35,2,1,2,True,False,-1,True,True,0,True,True,0,-1,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_350,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_351,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_352,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_353,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_354,22,2,20,False,False,0,True,False,-1,True,False,-1,-20,worsened,0,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_355,2,2,2,False,False,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_356,999999,51,999999,False,False,0,False,False,0,False,False,0,-999948,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_357,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_358,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_359,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_36,108,51,999999,False,False,0,False,False,0,False,False,0,-57,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_360,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_361,4,4,4,False,False,0,False,False,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_362,999999,51,999999,False,False,0,False,False,0,False,False,0,-999948,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_363,999999,51,999999,False,False,0,False,False,0,False,False,0,-999948,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_364,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_365,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,0
test::LLLdataset/dataset/processed/test/DDD.csv::case_366,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_367,11,10,11,False,False,0,False,False,0,False,False,0,-1,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_368,3,2,3,False,False,0,True,True,0,True,True,0,-1,worsened,0,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_369,4,4,4,False,False,0,False,False,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_37,4,2,4,False,False,0,True,False,-1,True,True,0,-2,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_370,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_371,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_372,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_373,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_374,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_375,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_376,34,28,34,False,False,0,False,False,0,False,False,0,-6,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_377,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_378,5,5,5,False,False,0,False,False,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_379,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_38,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_380,999999,51,999999,False,False,0,False,False,0,False,False,0,-999948,worsened,1,0,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_381,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_382,150,51,999999,False,False,0,False,False,0,False,False,0,-99,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_383,8,8,8,False,False,0,False,False,0,False,False,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_384,27,27,27,False,False,0,False,False,0,False,False,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_385,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_386,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_387,10,6,14,False,False,0,False,False,0,False,False,0,-4,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_388,42,51,999999,False,False,0,False,False,0,False,False,0,9,improved,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_389,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_39,6,6,5,False,False,0,False,False,0,False,False,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_390,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,0
test::LLLdataset/dataset/processed/test/DDD.csv::case_391,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_392,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_393,1,1,2,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_394,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_395,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_396,5,5,5,False,False,0,False,False,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_397,999999,51,999999,False,False,0,False,False,0,False,False,0,-999948,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_398,999999,51,999999,False,False,0,False,False,0,False,False,0,-999948,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_399,31,32,27,False,False,0,False,False,0,False,False,0,1,improved,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_4,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_40,2,2,2,False,False,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_400,2,2,2,False,False,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_401,999999,51,999999,False,False,0,False,False,0,False,False,0,-999948,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_402,999999,51,999999,False,False,0,False,False,0,False,False,0,-999948,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_403,10,10,10,False,False,0,False,False,0,False,False,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_404,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_405,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_406,9,9,9,False,False,0,False,False,0,False,False,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_407,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_408,102,51,999999,False,False,0,False,False,0,False,False,0,-51,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_409,162,51,999999,False,False,0,False,False,0,False,False,0,-111,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_41,6,6,6,False,False,0,False,False,0,False,False,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_410,61,51,999999,False,False,0,False,False,0,False,False,0,-10,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_411,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_412,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_413,999999,51,999999,False,False,0,False,False,0,False,False,0,-999948,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_414,999999,51,999999,False,False,0,False,False,0,False,False,0,-999948,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_415,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_416,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_417,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_418,999999,51,999999,False,False,0,False,False,0,False,False,0,-999948,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_419,27,23,28,False,False,0,False,False,0,False,False,0,-4,worsened,1,1,0
test::LLLdataset/dataset/processed/test/DDD.csv::case_42,5,5,6,False,False,0,False,False,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_420,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_421,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_422,118,51,999999,False,False,0,False,False,0,False,False,0,-67,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_423,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_424,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_425,29,26,30,False,False,0,False,False,0,False,False,0,-3,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_426,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_427,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_428,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,0,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_429,70,51,999999,False,False,0,False,False,0,False,False,0,-19,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_43,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_430,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_431,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_432,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_433,2,1,2,True,False,-1,True,True,0,True,True,0,-1,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_434,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_435,149,51,999999,False,False,0,False,False,0,False,False,0,-98,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_436,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_437,4,2,5,False,False,0,True,False,-1,True,True,0,-2,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_438,9,9,9,False,False,0,False,False,0,False,False,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_439,37,51,999999,False,False,0,False,False,0,False,False,0,14,improved,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_44,999999,51,999999,False,False,0,False,False,0,False,False,0,-999948,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_440,12,13,11,False,False,0,False,False,0,False,False,0,1,improved,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_441,42,51,999999,False,False,0,False,False,0,False,False,0,9,improved,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_442,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_443,2,2,2,False,False,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_444,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_445,84,51,999999,False,False,0,False,False,0,False,False,0,-33,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_446,12,9,12,False,False,0,False,False,0,False,False,0,-3,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_447,6,7,6,False,False,0,False,False,0,False,False,0,1,improved,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_448,4,4,4,False,False,0,False,False,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_449,57,51,999999,False,False,0,False,False,0,False,False,0,-6,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_45,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_450,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_451,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_452,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_453,3,3,3,False,False,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_454,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_455,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_456,999999,51,999999,False,False,0,False,False,0,False,False,0,-999948,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_457,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_458,36,33,36,False,False,0,False,False,0,False,False,0,-3,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_459,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_46,9,6,11,False,False,0,False,False,0,False,False,0,-3,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_460,999999,51,999999,False,False,0,False,False,0,False,False,0,-999948,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_461,999999,51,999999,False,False,0,False,False,0,False,False,0,-999948,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_462,162,51,999999,False,False,0,False,False,0,False,False,0,-111,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_463,14,11,14,False,False,0,False,False,0,False,False,0,-3,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_464,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_465,3,1,3,True,False,-1,True,True,0,True,True,0,-2,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_466,999999,51,999999,False,False,0,False,False,0,False,False,0,-999948,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_467,999999,51,999999,False,False,0,False,False,0,False,False,0,-999948,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_468,2,1,2,True,False,-1,True,True,0,True,True,0,-1,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_469,5,1,5,True,False,-1,True,False,-1,True,True,0,-4,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_47,12,11,12,False,False,0,False,False,0,False,False,0,-1,worsened,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_470,2,2,2,False,False,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_471,3,3,5,False,False,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_472,2,2,2,False,False,0,True,True,0,True,True,0,0,unchanged,1,1,1
test::LLLdataset/dataset/processed/test/DDD.csv::case_473,1,1,1,True,True,0,True,True,0,True,True,0,0,unchanged,1,1,1
